Sp_pepid	Sp_ID	family_id	Type	Compartment
ZMA_GRMZM2G089406_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G089501_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G089501_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G089501_P03	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G089501_P04	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G089501_P05	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G089525_P01	ZMA	HSF	Genome	NUC
ZMA_GRMZM2G089557_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G089560_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G089636_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G089638_P01	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G089640_P01	ZMA	ARF	Genome	NUC
ZMA_GRMZM2G089662_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G089686_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G089721_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G089736_P01	ZMA	Tify	Genome	NUC
ZMA_GRMZM2G089812_P01	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G089949_P01	ZMA	C2C2-Dof	Genome	NUC
ZMA_GRMZM2G089995_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G090058_P02	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G090076_P01	ZMA	CSD	Genome	NUC
ZMA_GRMZM2G090187_P01	ZMA	BSD	Genome	NUC
ZMA_GRMZM2G090187_P02	ZMA	BSD	Genome	NUC
ZMA_GRMZM2G090187_P03	ZMA	BSD	Genome	NUC
ZMA_GRMZM2G090213_P01	ZMA	Coactivator p15	Genome	NUC
ZMA_GRMZM2G090213_P02	ZMA	Coactivator p15	Genome	NUC
ZMA_GRMZM2G090230_P01	ZMA	G2-like	Genome	NUC
ZMA_GRMZM2G090264_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G090306_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G090306_P02	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G090332_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G090344_P01	ZMA	ULT	Genome	NUC
ZMA_GRMZM2G090457_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G090594_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G090595_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G090783_P01	ZMA	Sigma70-like	Genome	NUC
ZMA_GRMZM2G090826_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G090837_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G091003_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G091044_P01	ZMA	PLATZ	Genome	NUC
ZMA_GRMZM2G091078_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G091084_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G091103_P01	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G091103_P02	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G091201_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G091262_P01	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G091265_P01	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G091265_P05	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G091273_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G091273_P02	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G091273_P03	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G091273_P04	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G091273_P05	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G091331_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G091433_P01	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G091433_P03	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G091433_P04	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G091490_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G091555_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G091656_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G091788_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G091907_P01	ZMA	C2C2-Dof	Genome	NUC
ZMA_GRMZM2G091910_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G091949_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G091964_P01	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G091964_P02	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G091964_P03	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G092035_P01	ZMA	OFP	Genome	NUC
ZMA_GRMZM2G092091_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G092091_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G092131_P01	ZMA	SET	Genome	NUC
ZMA_GRMZM2G092137_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G092214_P01	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G092214_P02	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G092259_P01	ZMA	CPP	Genome	NUC
ZMA_GRMZM2G092259_P02	ZMA	CPP	Genome	NUC
ZMA_GRMZM2G092330_P01	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G092333_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G092363_P01	ZMA	C2C2-CO-like	Genome	NUC
ZMA_GRMZM2G092390_P01	ZMA	Trihelix	Genome	NUC
ZMA_GRMZM2G092409_P01	ZMA	GeBP	Genome	NUC
ZMA_GRMZM2G092465_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G092465_P02	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G092483_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G092483_P02	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G092507_P01	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G092517_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G092542_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G092542_P02	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G092735_T01_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G092759_P04	ZMA	SET	Genome	NUC
ZMA_GRMZM2G092765_P01	ZMA	SWI/SNF-BAF60b	Genome	NUC
ZMA_GRMZM2G092897_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G093020_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G093141_P01	ZMA	ARF	Genome	NUC
ZMA_GRMZM2G093141_P02	ZMA	ARF	Genome	NUC
ZMA_GRMZM2G093153_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G093156_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G093281_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G093281_P02	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G093305_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G093305_P02	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G093404_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G093423_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G093595_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G093647_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G093660_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G093668_P01	ZMA	ARID	Genome	NUC
ZMA_GRMZM2G093668_P02	ZMA	ARID	Genome	NUC
ZMA_GRMZM2G093721_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G093721_P02	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G093725_P01	ZMA	C2C2-Dof	Genome	NUC
ZMA_GRMZM2G093744_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G093744_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G093744_P03	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G093789_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G093789_P02	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G093822_P01	ZMA	mTERF	Genome	NUC
ZMA_GRMZM2G093822_P02	ZMA	mTERF	Genome	NUC
ZMA_GRMZM2G093895_P01	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G093940_P01	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G094067_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G094168_P01	ZMA	PLATZ	Genome	NUC
ZMA_GRMZM2G094185_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G094241_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G094241_P02	ZMA	HB	Genome	NUC
ZMA_GRMZM2G094275_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G094352_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G094352_P02	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G094363_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G094550_P01	ZMA	RWP-RK	Genome	NUC
ZMA_GRMZM2G094748_P01	ZMA	TAZ	Genome	NUC
ZMA_GRMZM2G094754_P01	ZMA	zf-HD	Genome	NUC
ZMA_GRMZM2G094754_P02	ZMA	zf-HD	Genome	NUC
ZMA_GRMZM2G094819_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G094819_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G094892_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G094892_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G094912_P01	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G094912_P02	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G094912_P03	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G094935_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G094946_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G095078_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G095078_P02	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G095198_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G095198_P02	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G095198_P03	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G095198_P04	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G095198_P05	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G095239_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G095239_P02	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G095239_P03	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G095260_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G095299_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G095452_P01	ZMA	OFP	Genome	NUC
ZMA_GRMZM2G095510_P01	ZMA	TRAF	Genome	NUC
ZMA_GRMZM2G095571_P01	ZMA	C2C2-GATA	Genome	NUC
ZMA_GRMZM2G095571_P02	ZMA	C2C2-GATA	Genome	NUC
ZMA_GRMZM2G095571_P03	ZMA	C2C2-GATA	Genome	NUC
ZMA_GRMZM2G095584_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G095584_P02	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G095598_P01	ZMA	C2C2-CO-like	Genome	NUC
ZMA_GRMZM2G095649_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G095719_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G095727_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G095727_P04	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G095727_P05	ZMA	Pseudo ARR-B	Genome	NUC
ZMA_GRMZM2G095783_P01	ZMA	FHA	Genome	NUC
ZMA_GRMZM2G095814_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G095899_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G095904_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G095982_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G096016_P01	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G096016_P02	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G096064_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G096077_P01	ZMA	G2-like	Genome	NUC
ZMA_GRMZM2G096171_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G096229_P01	ZMA	Trihelix	Genome	NUC
ZMA_GRMZM2G096252_P01	ZMA	OFP	Genome	NUC
ZMA_GRMZM2G096352_P01	ZMA	GNAT	Genome	NUC
ZMA_GRMZM2G096352_P04	ZMA	GNAT	Genome	NUC
ZMA_GRMZM2G096358_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G096399_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G096439_P01	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G096521_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G096521_P02	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G096540_P01	ZMA	AUX/IAA	Genome	NUC
ZMA_GRMZM2G096600_P01	ZMA	CPP	Genome	NUC
ZMA_GRMZM2G096600_P02	ZMA	CPP	Genome	NUC
ZMA_GRMZM2G096607_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G096607_P02	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G096607_P03	ZMA	LIM	Genome	NUC
ZMA_GRMZM2G096607_P04	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G096607_P05	ZMA	LIM	Genome	NUC
ZMA_GRMZM2G096610_P01	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G096709_P01	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G096709_P02	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G096819_P01	ZMA	TRAF	Genome	NUC
ZMA_GRMZM2G096819_P02	ZMA	TRAF	Genome	NUC
ZMA_GRMZM2G096865_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G096865_P02	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G096865_P03	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G096899_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G096928_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G097028_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G097059_P01	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G097182_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G097275_P01	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G097275_P02	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G097275_P03	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G097275_P04	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G097279_P01	ZMA	AUX/IAA	Genome	NUC
ZMA_GRMZM2G097279_P02	ZMA	AUX/IAA	Genome	NUC
ZMA_GRMZM2G097289_P01	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G097289_P02	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G097289_P03	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G097346_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G097346_P03	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G097349_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G097391_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G097454_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G097456_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G097539_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G097636_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G097638_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G097683_P01	ZMA	SRS	Genome	NUC
ZMA_GRMZM2G097726_P02	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G097798_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G097954_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G097954_P02	ZMA	HB	Genome	NUC
ZMA_GRMZM2G097992_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G097992_P02	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G097992_P03	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G097992_P06	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G098063_P01	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G098135_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G098139_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G098179_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G098227_P01	ZMA	TRAF	Genome	NUC
ZMA_GRMZM2G098330_P01	ZMA	FAR1	Genome	NUC
ZMA_GRMZM2G098353_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G098418_P01	ZMA	SET	Genome	NUC
ZMA_GRMZM2G098418_P02	ZMA	SET	Genome	NUC
ZMA_GRMZM2G098418_P03	ZMA	SET	Genome	NUC
ZMA_GRMZM2G098418_P04	ZMA	SET	Genome	NUC
ZMA_GRMZM2G098442_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G098443_P01	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G098458_P01	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G098458_P02	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G098474_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G098517_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G098517_P02	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G098557_P01	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G098594_P01	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G098594_P02	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G098594_P05	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G098594_P06	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G098608_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G098666_P01	ZMA	C2C2-GATA	Genome	NUC
ZMA_GRMZM2G098684_P01	ZMA	CPP	Genome	NUC
ZMA_GRMZM2G098696_P01	ZMA	HSF	Genome	NUC
ZMA_GRMZM2G098696_P02	ZMA	HSF	Genome	NUC
ZMA_GRMZM2G098715_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G098784_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G098800_P01	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G098800_P02	ZMA	GRAS	Genome	NUC
ZMA_GRMZM2G098813_P01	ZMA	LFY	Genome	NUC
ZMA_GRMZM2G098813_P02	ZMA	LFY	Genome	NUC
ZMA_GRMZM2G098813_P04	ZMA	LFY	Genome	NUC
ZMA_GRMZM2G098884_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G098893_P01	ZMA	Sigma70-like	Genome	NUC
ZMA_GRMZM2G098904_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G098904_P02	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G098950_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G099066_P02	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G099144_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G099216_P02	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G099216_P03	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G099305_P01	ZMA	GNAT	Genome	NUC
ZMA_GRMZM2G099319_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G099326_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G099328_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G099328_P02	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G099328_P03	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G099328_P04	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G099384_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G099408_P01	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G099461_P01	ZMA	CCAAT	Genome	NUC
ZMA_GRMZM2G099522_P01	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G099522_P02	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G099561_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G099577_P01	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G099593_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G099622_P03	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G099733_P01	ZMA	LOB	Genome	NUC
ZMA_GRMZM2G099797_P01	ZMA	ARR-B	Genome	NUC
ZMA_GRMZM2G099797_P02	ZMA	ARR-B	Genome	NUC
ZMA_GRMZM2G099797_P03	ZMA	ARR-B	Genome	NUC
ZMA_GRMZM2G099797_P04	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G099862_P01	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G099862_P02	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G099862_P03	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G099862_P04	ZMA	GRF	Genome	NUC
ZMA_GRMZM2G099919_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G099919_P02	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G100074_P01	ZMA	ARF	Genome	NUC
ZMA_GRMZM2G100086_P01	ZMA	Sigma70-like	Genome	NUC
ZMA_GRMZM2G100107_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G100133_P01	ZMA	OFP	Genome	NUC
ZMA_GRMZM2G100176_P01	ZMA	G2-like	Genome	NUC
ZMA_GRMZM2G100182_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G100318_P01	ZMA	ARR-B	Genome	NUC
ZMA_GRMZM2G100426_P01	ZMA	E2F-DP	Genome	NUC
ZMA_GRMZM2G100431_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G100583_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G100583_P02	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G100593_P01	ZMA	NAC	Genome	NUC
ZMA_GRMZM2G100709_P01	ZMA	G2-like	Genome	NUC
ZMA_GRMZM2G100727_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G100794_P01	ZMA	C3H	Genome	NUC
ZMA_GRMZM2G100855_P01	ZMA	G2-like	Genome	NUC
ZMA_GRMZM2G100872_P01	ZMA	GNAT	Genome	NUC
ZMA_GRMZM2G100881_P01	ZMA	IWS1	Genome	NUC
ZMA_GRMZM2G100881_P02	ZMA	IWS1	Genome	NUC
ZMA_GRMZM2G100884_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G100941_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G100946_P01	ZMA	TRAF	Genome	NUC
ZMA_GRMZM2G100982_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G101039_P01	ZMA	MADS	Genome	NUC
ZMA_GRMZM2G101058_P01	ZMA	C2C2-GATA	Genome	NUC
ZMA_GRMZM2G101131_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G101131_P02	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G101336_P01	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G101350_P01	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G101350_P02	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G101350_P03	ZMA	bHLH	Genome	NUC
ZMA_GRMZM2G101405_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G101480_P01	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G101480_P02	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G101480_P03	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G101480_P04	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G101480_P05	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G101480_P07	ZMA	MBF1	Genome	NUC
ZMA_GRMZM2G101491_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G101491_P02	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G101499_P01	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G101511_P01	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G101511_P02	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G101607_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G101680_P01	ZMA	HB	Genome	NUC
ZMA_GRMZM2G101680_P02	ZMA	HB	Genome	NUC
ZMA_GRMZM2G101680_P03	ZMA	HB	Genome	NUC
ZMA_GRMZM2G101726_P01	ZMA	G2-like	Genome	NUC
ZMA_GRMZM2G101769_P01	ZMA	Tify	Genome	NUC
ZMA_GRMZM2G101806_P01	ZMA	MYB-related	Genome	NUC
ZMA_GRMZM2G101941_P01	ZMA	C2H2	Genome	NUC
ZMA_GRMZM2G102059_P01	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G102098_P01	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G102098_P02	ZMA	PHD	Genome	NUC
ZMA_GRMZM2G102112_P01	ZMA	Trihelix	Genome	NUC
ZMA_GRMZM2G102170_P01	ZMA	bZIP	Genome	NUC
ZMA_GRMZM2G102218_P01	ZMA	C2C2-YABBY	Genome	NUC
ZMA_GRMZM2G102425_P01	ZMA	AP2-EREBP	Genome	NUC
ZMA_GRMZM2G102514_P01	ZMA	BES1	Genome	NUC
ZMA_GRMZM2G102538_P01	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G102538_P03	ZMA	TCP	Genome	NUC
ZMA_GRMZM2G102583_P01	ZMA	WRKY	Genome	NUC
ZMA_GRMZM2G102625_P01	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G102625_P02	ZMA	SNF2	Genome	NUC
ZMA_GRMZM2G102758_P01	ZMA	SBP	Genome	NUC
ZMA_GRMZM2G102790_P01	ZMA	MYB	Genome	NUC
ZMA_GRMZM2G102845_P01	ZMA	ARF	Genome	NUC
ZMA_GRMZM2G102875_P01	ZMA	SET	Genome	NUC
ZMA_GRMZM2G102882_P01	ZMA	C2C2-CO-like	Genome	NUC
ZMA_GRMZM2G102882_P02	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G102882_P03	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G102882_P04	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G102882_P05	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G102882_P06	ZMA	Orphans	Genome	NUC
ZMA_GRMZM2G102938_P01	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G102938_P02	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G102938_P03	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G102938_P04	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G102938_P05	ZMA	ABI3VP1	Genome	NUC
ZMA_GRMZM2G102951_P01	ZMA	bHLH	Genome	NUC
